user_id,age,gender,current_role,years_of_experience,current_industry,previous_roles,key_skills,certifications,desired_role,preferred_industry,short_term_goal,long_term_goal,learning_style,time_available_per_week,motivation_level,recommended_skills
2462,44,Female,Content Writer,9.083279577363331,Marketing,"Data Analyst, Marketing Specialist","Project Management, SEO, Data Analysis",AWS Certified,Business Consultant,Marketing,Upskilling,Entrepreneurship,Reading,21,9,"Leadership, Data Analysis, Cloud Computing"
2257,40,Male,HR Manager,18.311509485035298,Finance,"Content Writer, Data Analyst","Project Management, Data Analysis",None,Team Lead,Healthcare,Role Switch,Expertise,Collaborative,27,4,"Leadership, Cloud Computing"
3829,50,Female,Marketing Specialist,14.860778093970124,Marketing,"Content Writer, Marketing Specialist","Project Management, Python, Leadership","Google Analytics, AWS Certified",Data Scientist,Healthcare,Role Switch,Expertise,Reading,21,7,Java
3964,53,Female,Data Analyst,7.883351537657314,Marketing,"Entrepreneur, HR Manager","Python, Cloud Computing, SEO","Google Analytics, AWS Certified",Project Manager,Healthcare,Role Switch,Expertise,Reading,17,10,"Data Analysis, SEO, Java"
3085,26,Male,Marketing Specialist,2.121815191112881,Healthcare,Data Analyst,"Cloud Computing, SEO, Project Management",Google Analytics,Team Lead,Marketing,Upskilling,Leadership,Reading,12,3,Project Management
3780,23,Female,HR Manager,7.615140011922733,Education,"Content Writer, Data Analyst","Python, Project Management, Cloud Computing, Leadership",,Team Lead,Marketing,Role Switch,Expertise,Hands-on,12,6,"Project Management, Data Analysis, Leadership"
2074,52,Male,Marketing Specialist,18.696997563983263,Marketing,"Entrepreneur, Marketing Specialist, Content Writer","SEO, Leadership, Cloud Computing",,Team Lead,Healthcare,Promotion,Leadership,Collaborative,19,3,"Leadership, Python, Cloud Computing"
3042,43,Male,HR Manager,16.893207103870708,Marketing,Entrepreneur,"Python, Project Management, Data Analysis, Java, Leadership","AWS Certified, Google Analytics",Business Consultant,Marketing,Promotion,Expertise,Hands-on,16,3,"Project Management, SEO, Java"
2661,24,Female,Data Analyst,5.213637976829163,Healthcare,"Marketing Specialist, Entrepreneur","SEO, Project Management, Cloud Computing","Google Analytics, AWS Certified",Team Lead,IT,Upskilling,Leadership,Hands-on,12,10,SEO
3518,41,Female,Data Analyst,11.243351594079515,IT,Content Writer,"Project Management, Data Analysis, Leadership, Python","Google Analytics, AWS Certified",Project Manager,Finance,Upskilling,Expertise,Reading,19,5,"Cloud Computing, Java, Data Analysis"
2772,48,Male,Content Writer,0.0,Healthcare,"HR Manager, Marketing Specialist","Cloud Computing, Java, SEO",None,Team Lead,IT,Promotion,Expertise,Collaborative,11,8,"Cloud Computing, Project Management, SEO"
2373,22,Male,Marketing Specialist,9.172342570849008,Education,"HR Manager, Marketing Specialist, Content Writer","Project Management, Cloud Computing, SEO, Leadership, Data Analysis","Scrum Master, Google Analytics, AWS Certified",Creative Director,Marketing,Role Switch,Leadership,Collaborative,30,5,"Project Management, Java"
3309,48,Female,Entrepreneur,17.722609462487153,Marketing,"Content Writer, Software Engineer","Cloud Computing, Python, Data Analysis","PMP, Scrum Master",Business Consultant,IT,Promotion,Leadership,Collaborative,15,7,Python
2206,41,Male,Data Analyst,6.913976371356605,Healthcare,Data Analyst,"Data Analysis, Leadership, Java",,Business Consultant,IT,Role Switch,Leadership,Collaborative,26,6,"Python, Leadership"
2248,30,Female,Content Writer,9.331091624251327,Marketing,"Entrepreneur, HR Manager","Data Analysis, Project Management",,Creative Director,Healthcare,Role Switch,Leadership,Hands-on,29,3,Leadership
2675,50,Male,HR Manager,4.063409596353366,Marketing,Marketing Specialist,"Python, Cloud Computing, Data Analysis, Project Management",,Team Lead,Education,Upskilling,Leadership,Collaborative,24,2,"Project Management, Java, SEO"
3590,46,Female,Entrepreneur,9.350224465632058,Healthcare,Marketing Specialist,"Data Analysis, Java, SEO, Cloud Computing","Scrum Master, AWS Certified",Team Lead,Healthcare,Role Switch,Leadership,Collaborative,15,8,"Leadership, Python, Java"
2316,43,Female,Content Writer,14.587171777935547,Education,"Software Engineer, HR Manager, Content Writer","Project Management, Java, Python, Data Analysis","AWS Certified, PMP, Google Analytics",Project Manager,Finance,Upskilling,Expertise,Hands-on,12,1,"Data Analysis, Java"
3710,23,Male,Data Analyst,2.194219311370419,IT,"Software Engineer, Content Writer","Leadership, Java, Python",,Project Manager,Finance,Role Switch,Leadership,Collaborative,6,1,"Cloud Computing, Project Management"
2286,50,Male,Data Analyst,1.8162903376074495,Finance,"Content Writer, Software Engineer, HR Manager","Cloud Computing, Java, Project Management, Python, SEO","AWS Certified, Scrum Master, PMP",Creative Director,Marketing,Upskilling,Entrepreneurship,Hands-on,24,1,"SEO, Leadership"
3997,38,Female,Marketing Specialist,10.862918779187998,Healthcare,"HR Manager, Data Analyst","Leadership, SEO, Cloud Computing, Java",,Team Lead,Finance,Role Switch,Expertise,Hands-on,27,5,"Java, Leadership, Data Analysis"
2966,28,Male,Marketing Specialist,17.52381392202781,IT,"Content Writer, Marketing Specialist","Leadership, Java, Data Analysis",None,Data Scientist,Education,Role Switch,Expertise,Collaborative,7,7,"SEO, Java"
3277,27,Male,Marketing Specialist,4.318597625075526,Education,"Entrepreneur, Marketing Specialist, HR Manager","SEO, Python, Project Management, Cloud Computing, Leadership",PMP,Business Consultant,Marketing,Promotion,Leadership,Reading,22,9,"SEO, Leadership, Cloud Computing"
2569,34,Female,Marketing Specialist,6.670457313768315,Finance,"Software Engineer, HR Manager, Marketing Specialist","Data Analysis, SEO, Cloud Computing, Leadership",Scrum Master,Creative Director,Finance,Upskilling,Leadership,Collaborative,8,9,"Cloud Computing, Project Management"
2646,40,Male,Entrepreneur,10.41344007929948,Education,Content Writer,"Leadership, Java, Data Analysis","Google Analytics, PMP",Creative Director,Healthcare,Role Switch,Entrepreneurship,Reading,4,9,"Python, Project Management"
3329,40,Male,Content Writer,4.356000420581569,Finance,Data Analyst,"Cloud Computing, Data Analysis","Scrum Master, Google Analytics",Project Manager,Healthcare,Upskilling,Leadership,Hands-on,27,3,Data Analysis
3151,41,Male,HR Manager,3.307735083053703,Healthcare,"Data Analyst, Marketing Specialist","SEO, Leadership, Data Analysis",None,Data Scientist,IT,Role Switch,Leadership,Reading,16,10,"Data Analysis, Cloud Computing, SEO"
2188,56,Male,Entrepreneur,4.575420638126119,Healthcare,Entrepreneur,"SEO, Java, Project Management",,Project Manager,Healthcare,Promotion,Leadership,Collaborative,31,10,Project Management
3114,37,Female,Entrepreneur,4.787760260354048,Healthcare,Entrepreneur,"Python, Java","AWS Certified, Scrum Master, PMP",Team Lead,IT,Upskilling,Leadership,Reading,10,10,"Cloud Computing, Project Management, Python"
2448,39,Female,Marketing Specialist,8.713592500565783,IT,"HR Manager, Software Engineer","Leadership, Java, Python, Project Management, Cloud Computing","Google Analytics, PMP, AWS Certified",Project Manager,Education,Promotion,Expertise,Collaborative,7,5,Cloud Computing
3581,42,Female,HR Manager,2.9278281467820695,Education,"HR Manager, Data Analyst","Python, Data Analysis, Cloud Computing, Java, Project Management",,Creative Director,Marketing,Upskilling,Expertise,Collaborative,15,5,"SEO, Leadership, Java"
2005,42,Female,Software Engineer,7.094313809418354,Finance,Entrepreneur,"Leadership, Project Management",None,Business Consultant,Healthcare,Role Switch,Expertise,Hands-on,31,6,"Python, Data Analysis"
2053,53,Male,Entrepreneur,18.370319703489304,Marketing,HR Manager,"SEO, Data Analysis","AWS Certified, Google Analytics, PMP",Business Consultant,Marketing,Upskilling,Leadership,Hands-on,20,10,Data Analysis
2764,51,Male,Entrepreneur,19.758945366542815,Finance,Marketing Specialist,"Leadership, Python, Cloud Computing, SEO, Project Management",AWS Certified,Team Lead,Marketing,Role Switch,Leadership,Hands-on,31,7,"SEO, Cloud Computing"
2908,59,Female,HR Manager,18.206011203596894,Education,"Software Engineer, HR Manager","Project Management, Data Analysis, SEO","Google Analytics, PMP",Business Consultant,Healthcare,Upskilling,Leadership,Reading,15,8,"SEO, Leadership"
2245,52,Male,Content Writer,16.61919537329289,Finance,Entrepreneur,"SEO, Python, Data Analysis, Leadership, Project Management",None,Data Scientist,Healthcare,Upskilling,Expertise,Reading,19,8,"SEO, Leadership, Project Management"
3718,35,Female,Content Writer,7.476395350430614,Education,Data Analyst,"Project Management, Java, Data Analysis, Cloud Computing, SEO",None,Business Consultant,Education,Role Switch,Entrepreneurship,Collaborative,15,9,Leadership
3596,35,Female,Entrepreneur,2.3817804728192677,Healthcare,Marketing Specialist,"Data Analysis, Python, SEO, Java, Cloud Computing",AWS Certified,Creative Director,Healthcare,Upskilling,Leadership,Reading,9,3,Leadership
3189,39,Female,Content Writer,19.443528275639277,IT,"Software Engineer, Data Analyst, Marketing Specialist","Java, Project Management, Cloud Computing",None,Project Manager,Education,Role Switch,Leadership,Collaborative,16,8,"Python, Java, Cloud Computing"
2537,30,Male,Content Writer,17.63382472212855,Education,Marketing Specialist,"Data Analysis, SEO","PMP, Google Analytics",Business Consultant,Healthcare,Promotion,Entrepreneurship,Hands-on,3,4,Python
3411,27,Female,Entrepreneur,10.16427706732493,Education,"Marketing Specialist, HR Manager","Leadership, Cloud Computing, Python","Scrum Master, PMP",Data Scientist,Healthcare,Upskilling,Entrepreneurship,Hands-on,28,8,"Leadership, SEO, Cloud Computing"
2352,40,Male,Content Writer,1.1590021269287778,Marketing,"Data Analyst, Content Writer","Cloud Computing, Data Analysis, SEO",None,Data Scientist,Marketing,Role Switch,Leadership,Hands-on,26,8,SEO
2539,42,Male,HR Manager,8.262468006200912,Education,Marketing Specialist,"Cloud Computing, Java, Data Analysis, Project Management",PMP,Project Manager,Marketing,Role Switch,Entrepreneurship,Reading,9,6,"Project Management, SEO"
3207,35,Male,Software Engineer,1.1053697911784366,Education,"HR Manager, Software Engineer, Content Writer","Project Management, Java, Leadership, Python, Cloud Computing",Scrum Master,Creative Director,Finance,Promotion,Expertise,Hands-on,5,2,Python
3436,34,Male,Software Engineer,11.20656841105857,Education,Data Analyst,"Leadership, Data Analysis","Google Analytics, PMP",Data Scientist,Marketing,Upskilling,Leadership,Reading,17,1,"Python, Cloud Computing, Leadership"
3094,38,Male,Content Writer,7.10489016158369,Finance,"Software Engineer, Data Analyst, Entrepreneur","Java, SEO, Python","AWS Certified, PMP, Scrum Master",Business Consultant,Marketing,Promotion,Expertise,Reading,12,5,"Python, SEO, Leadership"
2129,31,Female,Marketing Specialist,6.3983618878180355,Education,"Software Engineer, Entrepreneur, Data Analyst","Project Management, Cloud Computing","PMP, Scrum Master, AWS Certified",Creative Director,Healthcare,Role Switch,Expertise,Collaborative,22,5,Python
3402,54,Female,Software Engineer,4.799140853866563,Marketing,HR Manager,"Cloud Computing, Python, Java",,Data Scientist,Marketing,Role Switch,Entrepreneurship,Hands-on,21,4,SEO
3503,48,Female,Software Engineer,16.667295864978605,Marketing,"Content Writer, Software Engineer, Entrepreneur","Java, Project Management","PMP, Google Analytics",Team Lead,Healthcare,Promotion,Entrepreneurship,Collaborative,5,3,"Java, Python, Leadership"
2643,21,Male,HR Manager,7.478767273831021,Finance,Entrepreneur,"Data Analysis, Python",None,Project Manager,Healthcare,Promotion,Entrepreneurship,Collaborative,8,1,"Project Management, Cloud Computing"
3730,34,Female,Marketing Specialist,3.312276189298679,Education,"Data Analyst, Entrepreneur","Java, Python, Cloud Computing","Google Analytics, AWS Certified, PMP",Creative Director,Education,Role Switch,Leadership,Hands-on,19,2,"Python, Data Analysis"
2419,43,Male,Software Engineer,10.726738837825577,IT,Content Writer,"Cloud Computing, Java, SEO","Google Analytics, AWS Certified",Business Consultant,Education,Role Switch,Leadership,Reading,22,5,SEO
2058,20,Female,Software Engineer,16.46702371384478,Marketing,"Data Analyst, Software Engineer, Marketing Specialist","Cloud Computing, SEO, Leadership, Python, Data Analysis","Google Analytics, Scrum Master, AWS Certified",Business Consultant,IT,Promotion,Expertise,Collaborative,26,5,"Cloud Computing, Project Management, Java"
2118,42,Male,Marketing Specialist,8.872531028214762,Education,"Content Writer, Data Analyst, Entrepreneur","Python, Java, Cloud Computing, Project Management, SEO",PMP,Project Manager,Marketing,Upskilling,Entrepreneurship,Hands-on,22,8,"Data Analysis, Leadership"
2068,40,Female,Data Analyst,10.688131842299867,IT,"Entrepreneur, Content Writer, HR Manager","Data Analysis, Project Management, SEO, Python, Java","Google Analytics, AWS Certified",Project Manager,Healthcare,Role Switch,Entrepreneurship,Reading,10,7,Leadership
3576,35,Male,Marketing Specialist,4.601062580533256,Marketing,"Entrepreneur, Marketing Specialist, HR Manager","Python, Project Management",AWS Certified,Data Scientist,IT,Upskilling,Expertise,Collaborative,16,1,Python
3492,55,Male,Content Writer,4.01645753104091,Marketing,"Software Engineer, Content Writer","Java, Data Analysis, Project Management",Scrum Master,Creative Director,Marketing,Upskilling,Expertise,Hands-on,14,3,Data Analysis
2143,50,Male,Software Engineer,6.267019436502282,Finance,"Marketing Specialist, HR Manager, Software Engineer","Project Management, Python, Leadership, Data Analysis, Cloud Computing",,Creative Director,Education,Upskilling,Expertise,Reading,6,7,"Java, Project Management"
2825,37,Female,Entrepreneur,4.202316773939296,Healthcare,Entrepreneur,"Leadership, Data Analysis, SEO, Python","PMP, Google Analytics, AWS Certified",Creative Director,Healthcare,Promotion,Entrepreneurship,Collaborative,15,5,"Data Analysis, Cloud Computing, Python"
3607,44,Male,Content Writer,15.506416304542364,Education,Marketing Specialist,"Python, Data Analysis, Leadership, Cloud Computing","Google Analytics, AWS Certified",Creative Director,Marketing,Promotion,Expertise,Hands-on,12,2,"Python, Leadership"
3427,39,Female,Data Analyst,6.475817349958548,Education,"Software Engineer, Data Analyst","Cloud Computing, Java, Data Analysis","AWS Certified, PMP, Google Analytics",Creative Director,Finance,Promotion,Leadership,Hands-on,18,9,Data Analysis
3715,51,Male,Software Engineer,1.962485776344045,Education,HR Manager,"SEO, Java, Data Analysis, Python, Cloud Computing",None,Project Manager,IT,Upskilling,Expertise,Reading,17,3,"SEO, Cloud Computing, Java"
3441,54,Female,Software Engineer,6.137168394100783,Healthcare,"Entrepreneur, Content Writer","Java, Python, Leadership",,Business Consultant,Finance,Promotion,Expertise,Hands-on,25,8,"Java, SEO"
2082,33,Female,Software Engineer,15.212040298915337,Education,"Entrepreneur, Software Engineer, Data Analyst","Python, Leadership, Cloud Computing, Data Analysis",None,Project Manager,IT,Promotion,Expertise,Collaborative,25,9,"Java, Data Analysis"
3965,48,Female,Entrepreneur,9.994224443901665,Finance,"Content Writer, Entrepreneur, HR Manager","Java, SEO","PMP, Google Analytics, Scrum Master",Project Manager,Marketing,Upskilling,Entrepreneurship,Collaborative,17,3,Java
3958,54,Male,Software Engineer,10.266562059212681,Marketing,HR Manager,"Python, Data Analysis, Java, Project Management, SEO",,Creative Director,Finance,Promotion,Entrepreneurship,Reading,10,2,"Python, Java"
3087,41,Female,Marketing Specialist,4.687675944893915,Education,"Data Analyst, Entrepreneur","Data Analysis, Java, Cloud Computing, SEO",None,Team Lead,Healthcare,Promotion,Expertise,Reading,17,3,"Project Management, Data Analysis, Python"
2643,24,Male,HR Manager,5.461878552329644,Finance,Entrepreneur,"Data Analysis, Python",None,Project Manager,Healthcare,Promotion,Entrepreneurship,Collaborative,8,1,"Project Management, Cloud Computing"
